"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"EPZC5PA8","journalArticle","2017","Farrington, C.; Stewart, Z. A.; Barnard, K.; Hovorka, R.; Murphy, H. R.","Experiences of closed-loop insulin delivery among pregnant women with Type 1 diabetes.","Diabetic Medicine","","0742-3071","10.1111/dme.13406","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=125201320&lang=pt-br&site=ehost-live","Aims To explore the experiences of pregnant women with Type 1 diabetes, and the relationships between perceptions of glucose control, attitudes to technology and glycaemic responses with regard to closed-loop insulin delivery. Methods We recruited 16 pregnant women with Type 1 diabetes [mean ± sd age 34.1 ± 4.6 years, duration of diabetes 23.6 ± 7.2 years, baseline HbA1c 51±5 mmol/mol (6.8 ± 0.6%)] to a randomized crossover trial of sensor-augmented pump therapy vs automated closed-loop therapy. Questionnaires (Diabetes Technology Questionnaire, Hypoglycaemia Fear Survey) were completed before and after each intervention, with qualitative interviews at baseline and follow-up. Results Women described the benefits and burdens of closed-loop systems during pregnancy. Feelings of improved glucose control, excitement and empowerment were counterbalanced by concerns about device visibility, obsessive data checking and diminished attentiveness to hyper- and hypoglycaemia symptoms. Responding to questionnaires, eight participants felt less worry about overnight hypoglycaemia and that diabetes 'did not run their lives'; however, five reported that closed-loop increased time thinking about diabetes, and three felt it made sleep and preventing hyperglycaemia more problematic. Women slightly overestimated their glycaemic response to closed-loop therapy. Most became more positive in their technology attitudes throughout pregnancy. Women with more positive technology attitudes had higher degrees of overestimation, and poorer levels of glycaemic control. Conclusions Women displayed complex psychosocial responses to closed-loop therapy in pregnancy. Perceptions of glycaemic response may diverge from biomedical data.","2017-10","2019-02-14 12:27:21","2019-02-14 12:27:21","","1461-1469","","10","34","","Diabetic Medicine","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Interviews; Questionnaires; Human; Funding Source; Data Analysis Software; Descriptive Statistics; Health Care Delivery; Data Analysis; Diabetes Mellitus, Type 1 -- Diagnosis; Glycemic Control; Pregnancy -- Evaluation; After Care; Research Subject Recruitment; Artificial Organs; Blood Glucose Monitoring; Diabetes Mellitus, Type 1 -- Psychosocial Factors; Diabetic Patients -- Education; Hyperglycemia -- Prevention and Control; Hypoglycemia -- Symptoms; Insulin -- Administration and Dosage; Pancreas -- Physiology; Patient Attitudes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TAQWDADK","journalArticle","2014","Coo, Soledad; Milgrom, Jeannette; Kuppens, Peter; Cox, Pauline; Trinder, John","Exploring the Association between Maternal Mood and Self-Reports of Sleep during the Perinatal Period.","JOGNN: Journal of Obstetric, Gynecologic & Neonatal Nursing","","0884-2175","10.1111/1552-6909.12464","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=103975554&lang=pt-br&site=ehost-live","ABSTRACT Objective To explore the psychological mechanisms involved in the close association between maternal mood and self-reports of sleep quality during the perinatal period using appraisal theory of emotions. Design Repeated measures. Setting Antenatal clinics of a health center associated with the Northern Hospital in Melbourne, Australia. Participants 122 pregnant women in their third trimester of gestation. Methods Participants completed the Pittsburgh Sleep Quality Index (PSQI), the Edinburgh Postnatal Depression Scale, and an appraisal questionnaire during the third trimester of gestation, within 7 to 10 days after childbirth, and at 10 to 12 weeks postpartum. Correlational and regression analyses were used to explore the associations between sleep reports and appraisals. Results Self-reports of poor sleep quality, impaired daytime dysfunction due to poor sleep, and the global PSQI score were associated with a low perceived ability to cope practically and emotionally with motherhood-related issues as well as with negative expectations about the future. Conclusions Appraisal dimensions associated with self-reports of poor sleep quality are similar to those related to maternal distress identified by previous research. This finding contributes to a better understanding of the association between self-reports of sleep and maternal mood. Practical implications are discussed.","2014-07","2019-02-14 12:27:22","2019-02-14 12:27:22","","465-477","","4","43","","JOGNN: Journal of Obstetric, Gynecologic & Neonatal Nursing","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Sleep; Pregnancy; Descriptive Research; Human; Descriptive Statistics; Pregnancy Trimester, Third; Edinburgh Postnatal Depression Scale; Psychological Tests; Scales; Self Report; Postnatal Period; Pearson's Correlation Coefficient; Analysis of Variance; Repeated Measures; Expectant Mothers -- Psychosocial Factors; Linear Regression; Victoria; Affect -- In Pregnancy; Coping -- Classification; Maternal Attitudes -- Evaluation; Models, Theoretical; Theory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AM9VRCYJ","journalArticle","1995","Corff KE; Seideman R; Venkataraman PS; Lutes L; Yates B","Facilitated tucking: a nonpharmacologic comfort measure for pain in preterm neonates.","JOGNN: Journal of Obstetric, Gynecologic & Neonatal Nursing","","0884-2175","10.1111/j.1552-6909.1995.tb02456.x","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=107406416&lang=pt-br&site=ehost-live","Objective: To identify the effectiveness of 'facilitated tucking,' a nonpharmacologic nursing intervention, as a comfort measure in modulating preterm neonates' physiologic and behavioral responses to minor pain. Design: Prospective, repeated measure, random sequencing, and experimental. Setting: Level III neonatal intensive-care unit of a tertiary care university pediatric hospital. Participants: Thirty preterm neonates, 25-35 weeks gestation. Interventions: Heart rate, oxygen saturation, and sleep state were recorded 12 minutes before, during, and 15 minutes after two heelsticks, one with and one without facilitated tucking. Hypothesis: Premature neonates will have less variation in heart rate and hemoglobin oxygen saturation, shorter crying and sleep disruption times, and less fluctuation in sleep states in response to the painful stimulus of a heelstick with facilitated tucking than without. Results: Neonates demonstrated a lower mean heart rate 6-10 minutes post-stick (p < 0.04), shorter mean crying time (p < 0.001), shorter mean sleep disruption time (p < 0.001), and fewer sleep-state changes (p = 0.003) after heelstick with facilitated tucking than without. Conclusion: Facilitated tucking is an effective comfort measure in attenuating premature neonates' psychologic and behavioral responses to minor pain.","1995-02","2019-02-14 12:27:22","2019-02-14 12:27:22","","143-147","","2","24","","JOGNN: Journal of Obstetric, Gynecologic & Neonatal Nursing","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Prospective Studies; Human; Convenience Sample; Infant, Newborn; Descriptive Statistics; Repeated Measures; Wilcoxon Rank Sum Test; Infant, Premature; Heart Rate -- Evaluation -- In Infancy and Childhood; Oxygen Saturation -- Evaluation -- In Infancy and Childhood; Observational Methods; Neonatal Intensive Care Nursing; Experimental Studies; Nonparametric Statistics; Comfort -- In Infancy and Childhood; Polysomnography -- In Infancy and Childhood; Treatment Related Pain -- Therapy -- In Infancy and Childhood","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HYBTHQPQ","journalArticle","2014","Roncolato, Wendy; McMahon, Catherine; Grant, Kerry-Ann","Facilitators and regulators: antenatal maternal orientation and postnatal parenting practices.","Journal of Reproductive & Infant Psychology","","0264-6838","10.1080/02646838.2014.904962","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=103962546&lang=pt-br&site=ehost-live","Objective:This study examined prospectively whether maternal orientation (Facilitator/Regulator) in pregnancy predicted maternal orientation and mothering practices at six months postpartum.Background:A woman’s preferred approach to infant care, present prior to the birth, has been proposed to explain individual differences in mothering behaviour.Method:At 30 weeks gestation, 192 women completed two questionnaire measures assessing maternal orientation. At six months postpartum, maternal orientation and maternal caretaking behaviours were assessed by interview and questionnaire.Results:Bivariate analyses indicated small but significant correlations among measures of antenatal and postnatal maternal orientation. In addition, as predicted, lower Regulator scores in pregnancy were associated with greater likelihood of breastfeeding exclusively, less scheduling of infant feeds and sleeps, and less likelihood of leaving baby to cry to sleep. Associations were found between mother–infant night-time proximity and postnatal (but not antenatal) maternal orientation.Conclusions:Findings offer modest support for the stability and construct validity of maternal orientation assessed in pregnancy and reveal antenatal attitudinal factors that influence maternal caregiving trajectories.","2014-05","2019-02-14 12:27:23","2019-02-14 12:27:23","","214-229","","3","32","","Journal of Reproductive & Infant Psychology","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Interviews; Odds Ratio; Questionnaires; Adult; Human; Funding Source; Data Analysis Software; Descriptive Statistics; Coefficient Alpha; Summated Rating Scaling; Prenatal Care; Pearson's Correlation Coefficient; Retrospective Design; Maternal Attitudes; Parenting; Postnatal Care; Motherhood -- Psychosocial Factors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NLDYUUBX","journalArticle","2015","Salm Ward, Trina; Ngui, Emmanuel","Factors Associated with Bed-Sharing for African American and White Mothers in Wisconsin.","Maternal & Child Health Journal","","1092-7875","10.1007/s10995-014-1545-5","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=103771544&lang=pt-br&site=ehost-live","Mother-infant bed-sharing has been associated with a higher risk of sleep-related infant deaths, which affects African Americans at a disproportionately higher rate. Although 'separate but proximate sleep surfaces' for infants has been recommended since 2005, bed-sharing remains a common practice, especially among African Americans. This study examined factors associated with bed-sharing among African American and White mothers. Separate logistic regression models were constructed for African American and White respondents to the 2007-2010 Wisconsin Pregnancy Risk Assessment and Monitoring System. The sample consisted of 806 African Americans and 1,680 Whites ( N = 2,486). A significantly larger proportion of African Americans (70.6 %) reported bed-sharing than Whites (53.4 %). For both races, partner-related stress was significantly associated with bed-sharing; no significant differences were found between the two racial groups. For African Americans, partner stress (OR 1.8: 1.2-2.6) and maternal education of 13-15 years (OR 2.0: 1.2-3.4) or ≥16 years (OR 2.7: 1.1-6.3) was associated with increased odds of bed-sharing. For Whites, partner stress (OR 1.3: 1-1.8), breastfeeding (OR 2.5: 1.9-3.1), income of $35,000-$49,999 (OR 1.6: 1.2-2.3), being unmarried (OR 1.5: 1.1-2.2), needing money for food (OR 1.6: 1.1-2.3), and non-supine sleep (OR 1.8: 1.2-2.6) were associated with increased odds of bed-sharing. Differences were found in bed-sharing factors between racial groups which suggests a need for culturally-relevant, tailored safe infant sleep interventions. Providers should ask families about their infant's sleeping environment and address safety issues within that environment. More research is needed on the context and reasons for bed-sharing.","2015-04","2019-02-14 12:27:24","2019-02-14 12:27:24","","720-732","","4","19","","Maternal & Child Health Journal","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Odds Ratio; Logistic Regression; Questionnaires; Sudden Infant Death -- Risk Factors; Adolescence; Adult; Human; Funding Source; Middle Age; Chi Square Test; Data Analysis Software; Confidence Intervals; Blacks; Risk Assessment; Whites; Bed Sharing -- Ethnology; Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XWWRJ643","journalArticle","2013","Manber, Rachel; Steidtmann, Dana; Chambers, Andrea S.; Ganger, William; Horwitz, Sarah; Connelly, Cynthia D.","Factors Associated with Clinically Significant Insomnia Among Pregnant Low-Income Latinas.","Journal of Women's Health (15409996)","","1540-9996","10.1089/jwh.2012.4039","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=104207452&lang=pt-br&site=ehost-live","Background: Poor sleep, common during pregnancy, is associated with negative health risks. The study aimed to identify predictors of clinically significant insomnia among pregnant Latinas. Methods: A total of 1289 pregnant Latinas recruited from obstetric clinics completed the Insomnia Severity Index (ISI) and questions about demographics and sleep. Results: Clinically significant insomnia (ISI≥10) was present among 17% of participants. Significant correlates of clinically significant insomnia were higher scores on the Edinburgh Postnatal Depression Scale (EPDS) after removing the sleep item (47% of women with EPDS≥9 and 9% with EPDS<9), completing measures in English (rather than Spanish: 26% versus 13%), and income but not pregnancy week, age, highest education level, or marital status. The highest percentage of clinically significant insomnia (59%) was experienced by women with EPDS≥9 who completed measures in English. The lowest percentage of clinically significant insomnia (6.2%) was experienced by women with EPDS<9 who completed measures in Spanish. Conclusions: In this sample of low-income, mostly Spanish-speaking pregnant Latinas, rates of clinically significant insomnia appear to be higher than rates among nonpregnant Latinas. Rates of clinically significant insomnia are particularly high among Latinas with elevated depressive symptom severity, a known risk for insomnia. Acculturation, as indicated by completing measures in English, may be another risk specific to Latinas, possibly owing to loss of some ethnicity-specific protective factors (e.g., social support, strong family ties, and group identity). It will be important to directly test this explanation in future research.","2013-08","2019-02-14 12:27:24","2019-02-14 12:27:24","","694-701","","8","22","","Journal of Women's Health (15409996)","","","","","","","","","","","c8h","","EBSCOhost","","","","","","California; Female; Odds Ratio; Pregnancy; Cross Sectional Studies; Logistic Regression; Questionnaires; Adult; Human; Young Adult; Depression; Funding Source; Chi Square Test; Descriptive Statistics; Edinburgh Postnatal Depression Scale; Scales; T-Tests; Confidence Intervals; Clinical Assessment Tools; Socioeconomic Factors; Kruskal-Wallis Test; One-Way Analysis of Variance; Mann-Whitney U Test; ROC Curve; Hispanics -- Psychosocial Factors -- In Pregnancy; Insomnia -- Etiology -- In Pregnancy; Kappa Statistic; Severity of Illness","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHBYNDJH","journalArticle","2013","Nicklas, Jacinda; Miller, Laura; Zera, Chloe; Davis, Roger; Levkoff, Sue; Seely, Ellen","Factors Associated with Depressive Symptoms in the Early Postpartum Period Among Women with Recent Gestational Diabetes Mellitus.","Maternal & Child Health Journal","","1092-7875","10.1007/s10995-012-1180-y","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=104153010&lang=pt-br&site=ehost-live","Women with gestational diabetes mellitus (GDM) have a substantial risk of subsequently developing type 2 diabetes. This risk may be mitigated by engaging in healthy eating, physical activity, and weight loss when indicated. Since postpartum depressive symptoms may impair a woman's ability to engage in lifestyle changes, we sought to identify factors associated with depressive symptoms in the early postpartum period among women with recent GDM. The participants are part of the baseline cohort of the TEAM GDM (Taking Early Action for Mothers with Gestational Diabetes Mellitus) study, a one-year randomized trial of a lifestyle intervention program for women with a recent history of GDM, conducted in Boston, Massachusetts between June 2010 and September 2012. We administered the Edinburgh Postnatal Depression Scale (EPDS) at 4-15 weeks postpartum to women whose most recent pregnancy was complicated by GDM (confirmed by laboratory data or medical record review). An EPDS score ≥9 indicated depressive symptoms. We measured height and thyroid stimulating hormone, and administered a questionnaire to collect demographic data and information about breastfeeding and sleep. We calculated body mass index (BMI) using self-reported pre-pregnancy weight and measured height. We reviewed medical records to obtain data about medical history, including history of depression, mode of delivery, and insulin use during pregnancy. We conducted bivariable analyses to identify correlates of postpartum depressive symptoms, and then modeled the odds of postpartum depressive symptoms using multivariable logistic regression. Our study included 71 women (mean age 33 years ± 5; 59 % White, 28 % African-American, 13 % Asian, with 21 % identifying as Hispanic; mean pre-pregnancy BMI 30 kg/m ± 6). Thirty-four percent of the women scored ≥9 on the EPDS at the postpartum visit. In the best fit model, factors associated with depressive symptoms at 6 weeks postpartum included cesarean delivery (aOR 4.32, 95 % CI 1.46, 13.99) and gestational weight gain (aOR 1.21 [1.02, 1.46], for each additional 5 lbs gained). Use of insulin during pregnancy, breastfeeding, personal history of depression, and lack of a partner were not retained in the model. Identifying factors associated with postpartum depression in women with GDM is important since depression may interfere with lifestyle change efforts in the postpartum period. In this study, cesarean delivery and greater gestational weight gain were correlated with postpartum depressive symptoms among women with recent GDM (Clinicaltrials.gov NCT01158131).","2013-11","2019-02-14 12:27:25","2019-02-14 12:27:25","","1665-1672","","9","17","","Maternal & Child Health Journal","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Pregnancy; Logistic Regression; Human; Funding Source; Life Style Changes; Data Analysis Software; Edinburgh Postnatal Depression Scale; Scales; Randomized Controlled Trials; Obesity; Diabetes Mellitus, Type 2 -- Risk Factors; Depression, Postpartum -- Complications; Massachusetts; Weight Gain; Diabetes Mellitus, Gestational -- Complications; Bivariate Statistics; Post Hoc Analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AMA73YI","journalArticle","2018","Román-Gálvez, R.M.; Amezcua-Prieto, C.; Salcedo-Bellido, I.; Martínez-Galiano, J.M.; Khan, K.S.; Bueno-Cavanillas, A.","Factors associated with insomnia in pregnancy: A prospective Cohort Study.","European Journal of Obstetrics & Gynecology & Reproductive Biology","","0301-2115","10.1016/j.ejogrb.2017.12.007","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=127640126&lang=pt-br&site=ehost-live","Objective: To quantify insomnia and their components in a longitudinal cohort of pregnant women and factors associated with insomnia.Study Design: A prospective cohort of 486 healthy singleton pregnancies assembled before the 14th gestational week (February 2013 to March 2016). Insomnia data were collected pre-gestationally, in each trimester and six months post-partum, analysing five different moments. Multiple logistic regression analysis was performed to generate adjusted Odds Ratios (aOR) with 95% confidence intervals (CI) of determinants of insomnia in each trimester, defined using Athens Insomnia Scale (AIS) as score ≥8.Results: Insomnia prevalence was 6.1% (3.9-8.9) pre-gestational, 44.2% (39.3-49.6) in first trimester (T1), 46.3% (41.9-51.3) in second (T2) and 63.7% (57.7-67.8) in third trimester (T3). Post-gestational insomnia was 33.2% (28.2-37.9) (p < 0.001 pre-gestational vs T1, T2 vs T3 and T3 vs after pregnancy). There was worsening mean AIS score, from: 2.34 before pregnancy to 9.87 in T3 because the deterioration of nighttime sleep, in absolute terms, but daytime impact was higher in T1. Previous trimester insomnia was associated with insomnia in T2 (aOR = 4.21, 95% CI 2.78-6.37) and T3 (aOR = 4.43, 95% CI 2.77-7.08). Pre-gestational insomnia was determinant of insomnia in T1 (aOR 12.50, 95% CI 3.58-43.60) and obesity was associated with insomnia in T3 (aOR = 2.30, 95% CI 0.99-5.32). On the contrary, moderate physical activity reduced the odds of insomnia in T3 (aOR 0.65, 95% CI 0.40-1.03).Conclusions: Insomnia prevalence was high from the beginning of pregnancy, associated with pre-gestational insomnia. In late pregnancy, two out of three pregnant women suffering insomnia. Insomnia prevention should be targeted particularly to those with high body mass index and pre-gestational insomnia.","2018-02","2019-02-14 12:27:25","2019-02-14 12:27:25","","70-75","","","221","","European Journal of Obstetrics & Gynecology & Reproductive Biology","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Pregnancy; Prospective Studies; Body Mass Index; Adult; Human; Prevalence; Risk Factors; Scales; Insomnia -- Epidemiology; Pregnancy Complications -- Epidemiology; Gestational Age; Pregnancy Complications -- Etiology; Insomnia -- Etiology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6NLVVS4","journalArticle","2012","Heilemann, MarySue V.; Choudhury, Shonali M.; Kury, Felix Salvador; Lee, Kathryn A.","Factors associated with sleep disturbance in women of Mexican descent.","Journal of Advanced Nursing","","0309-2402","10.1111/j.1365-2648.2011.05918.x","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=104502492&lang=pt-br&site=ehost-live","heilemann m.v., choudhury s.m., kury f.s. & lee k.a. (2012) Factors associated with sleep disturbance in women of Mexican descent. Journal of Advanced Nursing 68(10), 2256-2266. Abstract Aims. The aims were to identify the most useful parameters of acculturation in relation to self-reported sleep disturbance and describe risk factors for sleep disturbance in women of Mexican descent. Background. Little is known about acculturation as a factor for poor sleep in the context of other personal factors such as income or sense of resilience or mastery for Latinas in the United States. Design. This study was a secondary analysis of cross sectional survey data. Methods. Personal factors were incorporated into a modification of the Conceptual Framework of Impaired Sleep to guide our secondary analysis of self-reported sleep disturbance. Data were collected from a convenience sample of 312 women of Mexican descent of childbearing age (21-40 years) located in an urban California community were collected and previously analysed in relation to depressive symptoms and post-traumatic stress disorder. The General Sleep Disturbance Scale (in English and Spanish) was used to assess sleep disturbance. Data was collected in 1998 from September through December. Results. Early socialization to the United States during childhood was the most useful acculturation parameter for understanding self-reported sleep disturbance in this sample. In a multivariate regression analysis, three factors (higher acculturation, lower income and higher depressive symptoms) were statistically significant in accounting for 40% of the variance in sleep disturbance. Conclusion. When low income Latinas of Mexican descent report sleep problems, clinicians should probe for environmental sleep factors associated with low income, such as noise, over-crowding and exposure to trauma and violence, and refer the woman to psychotherapy and counselling rather than merely prescribing a sleep medication.","2012-10","2019-02-14 12:27:38","2019-02-14 12:27:38","","2256-2266","","10","68","","Journal of Advanced Nursing","","","","","","","","","","","c8h","","EBSCOhost","","","","","","California; Female; Cross Sectional Studies; Questionnaires; Adult; Human; Marital Status; Depression; Convenience Sample; Funding Source; Data Analysis Software; Descriptive Statistics; Coefficient Alpha; Psychological Tests; Scales; Self Report; Summated Rating Scaling; T-Tests; Center for Epidemiological Studies Depression Scale; Educational Status; Clinical Assessment Tools; Surveys; Health Status; Urban Areas; Analysis of Variance; Income; Internal Consistency; Multiple Regression; P-Value; Employment Status; Conceptual Framework; Sleep Disorders -- Risk Factors; Secondary Analysis; Acculturation; Hardiness; Hispanics; Immigrants; Sleep Deprivation -- Risk Factors; Sleep Disorders -- Ethnology; Sleep Disorders -- Therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7BZBBL5","journalArticle","2011","Shao-Yu Tsai; Lu-Ting Kuo; Yeur-Hur Lai; Chien-Nan Lee","Factors Associated With Sleep Quality in Pregnant Women: A Prospective Observational Study.","Nursing Research","","0029-6562","10.1097/NNR.0b013e3182346249","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=108211905&lang=pt-br&site=ehost-live","","2011-12-11","2019-02-14 12:27:39","2019-02-14 12:27:39","","405-412","","6","60","","Nursing Research","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Pregnancy; Prospective Studies; Body Mass Index; Questionnaires; Adult; Human; Polysomnography; Convenience Sample; Funding Source; Descriptive Statistics; Pregnancy Trimester, Third; Coefficient Alpha; Psychological Tests; Scales; Taiwan; Center for Epidemiological Studies Depression Scale; Paired T-Tests; Time Factors; Educational Status; Health Status; Socioeconomic Factors; Diaries; Sleep -- In Pregnancy; Life Style; Parity; Accelerometry; Wrist; Conceptual Framework; Models, Theoretical; Goodness of Fit Chi Square Test; Step-Wise Multiple Regression; Translations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XH37UF7E","journalArticle","2018","Lagadec, Nolwenn; Steinecker, Magali; Kapassi, Amar; Magnier, Anne Marie; Chastang, Julie; Robert, Sarah; Gaouaou, Nadia; Ibanez, Gladys","Factors influencing the quality of life of pregnant women: a systematic review.","BMC Pregnancy & Childbirth","","1471-2393","10.1186/s12884-018-2087-4","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=133163678&lang=pt-br&site=ehost-live","Background: Pregnancy is a period of transition with important physical and emotional changes. Even in uncomplicated pregnancies, these changes can affect the quality of life (QOL) of pregnant women, affecting both maternal and infant health. The objectives of this study were to describe the quality of life during uncomplicated pregnancy and to assess its associated socio-demographic, physical and psychological factors in developed countries.Methods: A systematic review was performed according to the PRISMA guidelines. Searches were made in PubMed, EMBASE and BDSP (Public Health Database). Two independent reviewers extracted the data. Countries with a human development index over 0.7 were selected. The quality of the articles was evaluated on the basis of the STROBE criteria.Results: In total, thirty-seven articles were included. While the physical component of QOL decreased throughout pregnancy, the mental component was stable and even showed an improvement during pregnancy. Main factors associated with better QOL were mean maternal age, primiparity, early gestational age, the absence of social and economic problems, having family and friends, doing physical exercise, feeling happiness at being pregnant and being optimistic. Main factors associated with poorer QOL were medically assisted reproduction, complications before or during pregnancy, obesity, nausea and vomiting, epigastralgia, back pain, smoking during the months prior to conception, a history of alcohol dependence, sleep difficulties, stress, anxiety, depression during pregnancy and sexual or domestic violence.Conclusions: Health-related quality of life refers to the subjective assessment of patients regarding the physical, mental and social dimensions of well-being. Improving the quality of life of pregnant women requires better identification of their difficulties and guidance which offers assistance whenever possible.","2018-11-23","2019-02-14 12:27:40","2019-02-14 12:27:40","","N.PAG-N.PAG","","1","18","","BMC Pregnancy & Childbirth","","","","","","","","","","","c8h","","EBSCOhost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS9V3XDT","journalArticle","2011","MATSUZAKI, Masayo; HARUNA, Megumi; OTA, Erika; MURAYAMA, Ryoko; MURASHIMA, Sachiyo","Factors related to the continuation of employment during pregnancy among Japanese women.","Japan Journal of Nursing Science","","1742-7932","10.1111/j.1742-7924.2010.00169.x","http://search.ebscohost.com/login.aspx?direct=true&db=c8h&AN=104607167&lang=pt-br&site=ehost-live","Aim: To determine the relationship between the working situation (full-time housewife, stopped working during pregnancy, or currently employed) and the lifestyle factors, reasons for stopping work during pregnancy, and effects of working conditions in order to identify the factors that are related to the continuation of employment among pregnant Japanese women. Methods: In a cross-sectional study, a questionnaire was administered to pregnant women who visited an obstetrics clinic in a Tokyo suburb for an outpatient medical check-up during July and August 2004. Results: The data of 530 healthy pregnant women were analyzed. The pregnant women who stopped working during their pregnancy had lower mental health scores than the full-time housewives and employed pregnant women. In each trimester, the employed pregnant women reported a shorter daytime sleep duration than the pregnant women who stopped working during their pregnancy and the full-time housewives. The reasons for stopping work during pregnancy were categorized as somatic symptoms due to pregnancy, working conditions, and a sense of values or social reasons. The employed women in the third trimester more often reported the availability of, and access to, a rest area in their company, compared to those in the first and second trimesters. Conclusion: The lifestyle factors of the pregnant women were different, based on their work situation. In particular, the employed pregnant women had a shorter daytime sleep duration. The pregnant women who stopped working during their pregnancy could have benefited from mental health support. In addition, the reasons for stopping work during pregnancy were different in the three trimesters. A flexible","2011-12","2019-02-14 12:27:40","2019-02-14 12:27:40","","153-162","","2","8","","Japan Journal of Nursing Science","","","","","","","","","","","c8h","","EBSCOhost","","","","","","Female; Sleep; Pregnancy; Cross Sectional Studies; Questionnaires; Human; Funding Source; Chi Square Test; Data Analysis Software; Scales; Self Report; Fatigue; Pregnancy Discomforts; Surveys; Kruskal-Wallis Test; Japan; Mental Health; Life Style; Employment -- In Pregnancy; Japanese -- In Pregnancy; Personal Values; Women, Working -- In Pregnancy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
